ID,simSEED,sampleSEED,rms,noiseSIGMA,bendfreq,lowalpha,highalpha,sharpness,NumofWINDOW,NightsperWINDOW,OBSperiod,WINDOWwidth,dataLOSSfrac
1000.0,74585.0,42244.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1001.0,47502.0,11131.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1002.0,28173.0,90372.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1003.0,90333.0,86851.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1004.0,98746.0,2643.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1005.0,44425.0,25299.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1006.0,31603.0,86380.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1007.0,32836.0,25597.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1008.0,72985.0,23247.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1009.0,97024.0,93898.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1010.0,45079.0,68383.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1011.0,8555.0,94603.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1012.0,76801.0,56956.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1013.0,83944.0,58809.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1014.0,25133.0,79526.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1015.0,36852.0,65935.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1016.0,77223.0,76883.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1017.0,24255.0,85622.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1018.0,89793.0,54043.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1019.0,43654.0,8963.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1020.0,52190.0,70979.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1021.0,43499.0,67677.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1022.0,55700.0,89526.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1023.0,57385.0,84283.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1024.0,4710.0,83737.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1025.0,50370.0,11169.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1026.0,27739.0,39157.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1027.0,80313.0,72572.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1028.0,36980.0,35527.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1029.0,6255.0,33924.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1030.0,75537.0,14085.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1031.0,31291.0,3045.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1032.0,19003.0,54032.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1033.0,60907.0,81081.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1034.0,64665.0,88153.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1035.0,78631.0,39322.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1036.0,38073.0,98562.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1037.0,70190.0,6036.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1038.0,92688.0,2107.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1039.0,47569.0,97108.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1040.0,47046.0,1420.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1041.0,97512.0,8231.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1042.0,95277.0,59461.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1043.0,58314.0,66081.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1044.0,98842.0,53703.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1045.0,96338.0,34488.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1046.0,73078.0,2869.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1047.0,90155.0,54024.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1048.0,79059.0,68122.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1049.0,95706.0,2303.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1050.0,63892.0,7314.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1051.0,44837.0,81529.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1052.0,39984.0,22173.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1053.0,34385.0,9939.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1054.0,13766.0,55621.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1055.0,15967.0,47300.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1056.0,12374.0,91534.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1057.0,98756.0,30247.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1058.0,95174.0,1587.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1059.0,84846.0,8829.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1060.0,43040.0,75712.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1061.0,78592.0,78228.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1062.0,8067.0,80736.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1063.0,90153.0,84570.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1064.0,78156.0,21461.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1065.0,56620.0,76716.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1066.0,71662.0,83811.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1067.0,17953.0,34417.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1068.0,48356.0,73296.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1069.0,14022.0,50564.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1070.0,42002.0,31264.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1071.0,57522.0,60372.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1072.0,5600.0,87513.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1073.0,26326.0,48920.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1074.0,6359.0,45145.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1075.0,87657.0,74013.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1076.0,36034.0,85078.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1077.0,62677.0,86947.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1078.0,66746.0,71738.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
1079.0,71.0,19944.0,0.15,0.015,0.0027397260273972603,-1.0,-4.0,10.0,4.0,20,6,60,0.2
